Goles en el partido,Crónica,Fecha,Local,goles_local,Otros,goles_visitante,id_partido,resultado_local
20.0,629,2023-12-27,Pesca,9.0,Biólogos,11.0,2023-12-27,P
25.0,630,2024-01-03,Pesca,13.0,Biólogos,12.0,2024-01-03,G
14.0,631,2024-01-17,Pesca,5.0,Biólogos,9.0,2024-01-17,P
16.0,632,2024-01-24,Pesca,6.0,Biólogos,10.0,2024-01-24,P
17.0,633,2024-01-31,Pesca,11.0,Biólogos,6.0,2024-01-31,G
20.0,,2024-02-07,Pesca,8.0,Biólogos,12.0,2024-02-07,P
18.0,634,2024-02-14,Pesca,7.0,Biólogos,11.0,2024-02-14,P
21.0,635,2024-02-21,Pesca,9.0,Biólogos,12.0,2024-02-21,P
18.0,636,2024-02-28,Pesca,9.0,Biólogos,9.0,2024-02-28,E
19.0,637,2024-03-06,Pesca,10.0,Biólogos,9.0,2024-03-06,G
27.0,,2024-03-27,Pesca,14.0,Biólogos,13.0,2024-03-27,G
18.0,638,2024-04-03,Pesca,9.0,Biólogos,9.0,2024-04-03,E
11.0,639,2024-04-10,Pesca,6.0,Biólogos,5.0,2024-04-10,G
25.0,640,2024-04-17,Pesca,9.0,Biólogos,16.0,2024-04-17,P
15.0,641,2024-04-24,Pesca,6.0,Biólogos,9.0,2024-04-24,P
9.0,642,2024-05-08,Pesca,3.0,Biólogos,6.0,2024-05-08,P
14.0,,2024-05-15,Pesca,9.0,Biólogos,5.0,2024-05-15,G
23.0,643,2024-05-22,Pesca,7.0,Biólogos,16.0,2024-05-22,P
22.0,644,2024-05-29,Pesca,10.0,Biólogos,12.0,2024-05-29,P
17.0,,2024-06-05,Pesca,7.0,Biólogos,10.0,2024-06-05,P
27.0,645,2024-06-12,Pesca,14.0,Biólogos,13.0,2024-06-12,G
23.0,646,2024-06-19,Pesca,12.0,Biólogos,11.0,2024-06-19,G
10.0,,2024-06-26,Pesca,8.0,Biólogos,2.0,2024-06-26,G
15.0,,2024-07-03,Pesca,7.0,Biólogos,8.0,2024-07-03,P
22.0,,2024-07-10,Pesca,10.0,Biólogos,12.0,2024-07-10,P
19.0,647,2024-07-17,Pesca,8.0,Biólogos,11.0,2024-07-17,P
14.0,648,2024-07-24,Pesca,8.0,Biólogos,6.0,2024-07-24,G
14.0,649,2024-07-31,Pesca,5.0,Biólogos,9.0,2024-07-31,P
20.0,,2024-08-07,Pesca,11.0,Biólogos,9.0,2024-08-07,G
19.0,650,2024-08-14,Pesca,8.0,Biólogos,11.0,2024-08-14,P
19.0,651,2024-08-21,Pesca,10.0,Biólogos,9.0,2024-08-21,G
13.0,652,2024-09-04,Pesca,6.0,Biólogos,7.0,2024-09-04,P
15.0,,2024-09-11,Pesca,7.0,Biólogos,8.0,2024-09-11,P
22.0,,2024-09-18,Pesca,9.0,Biólogos,13.0,2024-09-18,P
14.0,653,2024-09-25,Pesca,8.0,Biólogos,6.0,2024-09-25,G
20.0,654,2024-10-09,Pesca,6.0,Biólogos,14.0,2024-10-09,P
19.0,655,2024-10-16,Pesca,8.0,Biólogos,11.0,2024-10-16,P
22.0,656,2024-10-30,Pesca,8.0,Biólogos,14.0,2024-10-30,P
17.0,657,2024-11-06,Pesca,9.0,Biólogos,8.0,2024-11-06,G
17.0,658,2024-11-13,Pesca,7.0,Biólogos,10.0,2024-11-13,P
19.0,659,2024-11-20,Pesca,8.0,Biólogos,11.0,2024-11-20,P
19.0,660,2024-11-27,Pesca,12.0,Biólogos,7.0,2024-11-27,G
14.0,,2024-12-04,Pesca,8.0,Biólogos,6.0,2024-12-04,G
31.0,660,2024-12-11,Pesca,13.0,Biólogos,18.0,2024-12-11,P
30.0,661,2024-12-18,Pesca,13.0,Biólogos,17.0,2024-12-18,P
30.0,,2024-12-26,Pesca,14.0,Biólogos,16.0,2024-12-26,P
10.0,,2025-01-02,Pesca,4.0,Biólogos,6.0,2025-01-02,P
25.0,,2025-01-08,Pesca,14.0,Biólogos,11.0,2025-01-08,G
21.0,,2025-01-22,Pesca,7.0,Biólogos,14.0,2025-01-22,P
16.0,,2025-01-29,Pesca,9.0,Biólogos,7.0,2025-01-29,G
21.0,663,2025-02-05,Pesca,8.0,Biólogos,13.0,2025-02-05,P
15.0,,2025-02-12,Pesca,8.0,Biólogos,7.0,2025-02-12,G
14.0,664,2025-02-19,Pesca,6.0,Biólogos,8.0,2025-02-19,P
22.0,,2025-02-26,Pesca,9.0,Biólogos,13.0,2025-02-26,P
20.0,,2025-03-05,Pesca,7.0,Biólogos,13.0,2025-03-05,P
17.0,,2025-03-19,Pesca,8.0,Biólogos,9.0,2025-03-19,P
23.0,,2025-03-26,Pesca,9.0,Biólogos,14.0,2025-03-26,P
19.0,,2025-04-02,Pesca,10.0,Biólogos,9.0,2025-04-02,G
13.0,,2025-04-16,Pesca,5.0,Biólogos,8.0,2025-04-16,P
11.0,,2025-04-30,DHL,7.0,Biólogos,4.0,2025-04-30,G
24.0,,2025-05-07,DHL,11.0,Biólogos,13.0,2025-05-07,P
20.0,,2025-05-14,DHL,12.0,Biólogos,8.0,2025-05-14,G
14.0,,2025-05-21,DHL,5.0,Biólogos,9.0,2025-05-21,P
31.0,,2025-05-28,DHL,17.0,Biólogos,14.0,2025-05-28,G
12.0,,2025-06-04,DHL,6.0,Biólogos,6.0,2025-06-04,E
18.0,,2025-06-11,DHL,12.0,Biólogos,6.0,2025-06-11,G
22.0,,2025-06-18,DHL,9.0,Biólogos,13.0,2025-06-18,P
29.0,,2025-06-25,DHL,12.0,Biólogos,17.0,2025-06-25,P
18.0,,2025-07-02,DHL,11.0,Biólogos,7.0,2025-07-02,G
7.0,,2025-07-09,DHL,4.0,Biólogos,3.0,2025-07-09,G
12.0,,2025-07-23,DHL,7.0,Biólogos,5.0,2025-07-23,G
21.0,,2025-07-30,DHL,15.0,Biólogos,6.0,2025-07-30,G
15.0,,2025-08-06,DHL,8.0,Biólogos,7.0,2025-08-06,G
15.0,,2025-08-13,DHL,7.0,Biólogos,8.0,2025-08-13,P
21.0,,2025-08-20,DHL,5.0,Biólogos,16.0,2025-08-20,P
10.0,,2025-08-27,DHL,4.0,Biólogos,6.0,2025-08-27,P
20.0,,2025-09-03,DHL,9.0,Biólogos,11.0,2025-09-03,P
10.0,,2025-09-10,DHL,6.0,Biólogos,4.0,2025-09-10,G
18.0,,2025-09-17,DHL,8.0,Biólogos,10.0,2025-09-17,P
12.0,,2025-09-24,DHL,5.0,Biólogos,7.0,2025-09-24,P
24.0,,2025-10-01,DHL,15.0,Biólogos,9.0,2025-10-01,G
18.0,,2025-10-08,DHL,13.0,Biólogos,5.0,2025-10-08,G
15.0,,2025-10-15,DHL,9.0,Biólogos,6.0,2025-10-15,G
14.0,,2025-10-29,DHL,11.0,Biólogos,3.0,2025-10-29,G
14.0,,2025-11-05,DHL,8.0,Biólogos,6.0,2025-11-05,G
14.0,,2025-11-12,DHL,7.0,Biólogos,7.0,2025-11-12,E
17.0,,2025-11-19,DHL,8.0,Biólogos,9.0,2025-11-19,P
14.0,,2025-11-26,DHL,7.0,Biólogos,7.0,2025-11-26,E
13.0,,2025-12-03,DHL,8.0,Biólogos,5.0,2025-12-03,G
21.0,,2025-12-10,DHL,7.0,Biólogos,14.0,2025-12-10,P
14.0,,2025-12-17,DHL,7.0,Biólogos,7.0,2025-12-17,E
18.0,,2026-01-07,DHL,14.0,Biólogos,4.0,2026-01-07,G
19.0,,2026-01-14,DHL,11.0,Biólogos,8.0,2026-01-14,G
23.0,,2026-01-21,DHL,7.0,Biólogos,16.0,2026-01-21,P
21.0,,2026-01-28,DHL,7.0,Biólogos,14.0,2026-01-28,P
18.0,,2026-02-04,DHL,10.0,Biólogos,8.0,2026-02-04,G
12.0,,2026-02-11,DHL,6.0,Biólogos,6.0,2026-02-11,E
12.0,,2026-02-18,DHL,5.0,Biólogos,7.0,2026-02-18,P
18.0,,2026-02-25,DHL,11.0,Biólogos,7.0,2026-02-25,G
11.0,,2026-03-04,DHL,4.0,Biólogos,7.0,2026-03-04,P
12.0,,2026-03-11,DHL,7.0,Biólogos,5.0,2026-03-11,G
8.0,,2026-03-18,DHL,4.0,Biólogos,4.0,2026-03-18,E
19.0,,2026-03-25,DHL,7.0,Biólogos,12.0,2026-03-25,P
11.0,,2026-04-01,DHL,6.0,Biólogos,5.0,2026-04-01,G
19.0,,2026-04-08,DHL,7.0,Biólogos,12.0,2026-04-08,P
18.0,,2026-05-06,DHL,10.0,Biólogos,8.0,2026-05-06,G
13.0,,2026-05-13,DHL,5.0,Biólogos,8.0,2026-05-13,P
13.0,,2026-05-20,DHL,9.0,Biólogos,4.0,2026-05-20,G
5.0,,2026-05-27,DHL,2.0,Biólogos,3.0,2026-05-27,P
14.0,,2026-06-03,DHL,8.0,Biólogos,6.0,2026-06-03,G
13.0,,2026-06-10,DHL,5.0,Biólogos,8.0,2026-06-10,P
14.0,,2026-06-17,DHL,8.0,Biólogos,6.0,2026-06-17,G
17.0,,2026-06-24,DHL,10.0,Biólogos,7.0,2026-06-24,G
11.0,,2026-07-01,DHL,3.0,Biólogos,8.0,2026-07-01,P
11.0,,2026-07-08,DHL,3.0,Biólogos,8.0,2026-07-08,P
,,,,3895.0,,3756.0,,G
